Дата создания заказа,Дата утверждения заказа,Номер контракта,Номер строки в заказе/релизе,Код позиции ЕНС,Наименование позиции ЕНС,Единица измерения,Заказанное количество,Полученное количество,В пути,Длина,Ширина,Высота,Объём,Общий объём,Организация-получатель,Дата исполнения заказа/договора
2020-04-20,2020-04-29,D190000019_1,9,144.022.000693,"Блок BBU5900A внешнего исполнения, питание DC (WD2B1BBU9)",штука,1,0,1,",3",",6",",8",",144",",144",304,15.12.2020
2020-05-14,2020-05-22,D190000019_1,1,145.022.000045,Антенна BTS Huawei ATR4518R14v06 SWAP,штука,15,0,15,",5",",5",1,",25","3,75",304,15.12.2020
2020-05-14,2020-05-22,D190000019_1,2,145.022.000045,Антенна BTS Huawei ATR4518R14v06 SWAP,штука,12,0,12,",5",",5",1,",25",3,304,15.12.2020
2020-05-14,2020-05-22,D190000019_1,5,145.022.000045,Антенна BTS Huawei ATR4518R14v06 SWAP,штука,6,0,6,",5",",5",1,",25","1,5",304,15.12.2020
2020-05-14,2020-05-22,D190000019_1,6,145.022.000045,Антенна BTS Huawei ATR4518R14v06 SWAP,штука,3,0,3,",5",",5",1,",25",",75",304,15.12.2020
2019-08-22,2019-11-01,D190000019_1,7,144.022.000551,Выносной радиоблок стандарта 2100 RRU5909 (WD5M215909GB),штука,134,131,3,",3",",8",",6",",144","19,296",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,4,144.022.000725,"Модуль оптический SFP Huawei, SM, 1310нм, 6.144Гбит/с, 2км (OSV002N01)",штука,600,554,46,",07",",02",",01",",000014",",0084",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,10,244.022.000009,"Кабель оптический SM, UPC DLC-DLC, 100м (FDLCUPC10)",штука,75,70,5,",44",",44",",22",",042592","3,1944",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,12,244.022.000009,"Кабель оптический SM, UPC DLC-DLC, 100м (FDLCUPC10)",штука,75,70,5,",44",",44",",22",",042592","3,1944",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,14,244.022.000009,"Кабель оптический SM, UPC DLC-DLC, 100м (FDLCUPC10)",штука,90,0,90,",44",",44",",22",",042592","3,83328",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,15,244.022.000026,"Кабель оптический SM, UPC DLC-2FC, 5м (F00OPCM09)",штука,5,0,5,1,2,1,,,304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,16,244.022.000027,"Кабель оптический SM, UPC DLC-2FC, 10м (F00OPCM11)",штука,96,50,46,",3",",3",",05",",0045",",432",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,17,244.022.000027,"Кабель оптический SM, UPC DLC-2FC, 10м (F00OPCM11)",штука,11,0,11,",3",",3",",05",",0045",",0495",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,18,244.022.000027,"Кабель оптический SM, UPC DLC-2FC, 10м (F00OPCM11)",штука,7,0,7,",3",",3",",05",",0045",",0315",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,19,244.022.000027,"Кабель оптический SM, UPC DLC-2FC, 10м (F00OPCM11)",штука,9,0,9,",3",",3",",05",",0045",",0405",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,20,244.022.000027,"Кабель оптический SM, UPC DLC-2FC, 10м (F00OPCM11)",штука,7,0,7,",3",",3",",05",",0045",",0315",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,21,244.022.000027,"Кабель оптический SM, UPC DLC-2FC, 10м (F00OPCM11)",штука,11,0,11,",3",",3",",05",",0045",",0495",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,22,244.022.000027,"Кабель оптический SM, UPC DLC-2FC, 10м (F00OPCM11)",штука,9,0,9,",3",",3",",05",",0045",",0405",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,37,144.022.000834,"Комплект CPRI DLC2FC00GE10 в составе: модуль SFP 1310нм 1.25Гбит/с 10км, кабель DLC-2FC 10м SWAP",штука,64,0,64,",38",",38",",05",",00722",",46208",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,38,144.022.000834,"Комплект CPRI DLC2FC00GE10 в составе: модуль SFP 1310нм 1.25Гбит/с 10км, кабель DLC-2FC 10м SWAP",штука,7,0,7,",38",",38",",05",",00722",",05054",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,39,144.022.000834,"Комплект CPRI DLC2FC00GE10 в составе: модуль SFP 1310нм 1.25Гбит/с 10км, кабель DLC-2FC 10м SWAP",штука,5,0,5,",38",",38",",05",",00722",",0361",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,40,144.022.000834,"Комплект CPRI DLC2FC00GE10 в составе: модуль SFP 1310нм 1.25Гбит/с 10км, кабель DLC-2FC 10м SWAP",штука,6,0,6,",38",",38",",05",",00722",",04332",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,41,144.022.000834,"Комплект CPRI DLC2FC00GE10 в составе: модуль SFP 1310нм 1.25Гбит/с 10км, кабель DLC-2FC 10м SWAP",штука,5,0,5,",38",",38",",05",",00722",",0361",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,42,144.022.000834,"Комплект CPRI DLC2FC00GE10 в составе: модуль SFP 1310нм 1.25Гбит/с 10км, кабель DLC-2FC 10м SWAP",штука,7,0,7,",38",",38",",05",",00722",",05054",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,43,144.022.000834,"Комплект CPRI DLC2FC00GE10 в составе: модуль SFP 1310нм 1.25Гбит/с 10км, кабель DLC-2FC 10м SWAP",штука,6,0,6,",38",",38",",05",",00722",",04332",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,44,144.022.000835,"Комплект CPRI DLC2FC00GE20 в составе: модуль SFP 1310нм 1.25Гбит/с 10км, кабель DLC-2FC 20м SWAP",штука,64,0,64,",38",",38",",05",",00722",",46208",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,45,144.022.000835,"Комплект CPRI DLC2FC00GE20 в составе: модуль SFP 1310нм 1.25Гбит/с 10км, кабель DLC-2FC 20м SWAP",штука,7,0,7,",38",",38",",05",",00722",",05054",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,46,144.022.000835,"Комплект CPRI DLC2FC00GE20 в составе: модуль SFP 1310нм 1.25Гбит/с 10км, кабель DLC-2FC 20м SWAP",штука,5,0,5,",38",",38",",05",",00722",",0361",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,47,144.022.000835,"Комплект CPRI DLC2FC00GE20 в составе: модуль SFP 1310нм 1.25Гбит/с 10км, кабель DLC-2FC 20м SWAP",штука,6,0,6,",38",",38",",05",",00722",",04332",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,48,144.022.000835,"Комплект CPRI DLC2FC00GE20 в составе: модуль SFP 1310нм 1.25Гбит/с 10км, кабель DLC-2FC 20м SWAP",штука,5,0,5,",38",",38",",05",",00722",",0361",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,49,144.022.000835,"Комплект CPRI DLC2FC00GE20 в составе: модуль SFP 1310нм 1.25Гбит/с 10км, кабель DLC-2FC 20м SWAP",штука,7,0,7,",38",",38",",05",",00722",",05054",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,50,144.022.000835,"Комплект CPRI DLC2FC00GE20 в составе: модуль SFP 1310нм 1.25Гбит/с 10км, кабель DLC-2FC 20м SWAP",штука,6,0,6,",38",",38",",05",",00722",",04332",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,51,144.022.000836,"Комплект CPRI DLC2LC00GE20 в составе: модуль SFP 1310нм 1.25Гбит/с 10км, кабель DLC-2LC 20м SWAP",штука,64,0,64,",4",",4",",3",",048","3,072",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,52,144.022.000836,"Комплект CPRI DLC2LC00GE20 в составе: модуль SFP 1310нм 1.25Гбит/с 10км, кабель DLC-2LC 20м SWAP",штука,7,0,7,",4",",4",",3",",048",",336",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,53,144.022.000836,"Комплект CPRI DLC2LC00GE20 в составе: модуль SFP 1310нм 1.25Гбит/с 10км, кабель DLC-2LC 20м SWAP",штука,5,0,5,",4",",4",",3",",048",",24",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,54,144.022.000836,"Комплект CPRI DLC2LC00GE20 в составе: модуль SFP 1310нм 1.25Гбит/с 10км, кабель DLC-2LC 20м SWAP",штука,6,0,6,",4",",4",",3",",048",",288",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,55,144.022.000836,"Комплект CPRI DLC2LC00GE20 в составе: модуль SFP 1310нм 1.25Гбит/с 10км, кабель DLC-2LC 20м SWAP",штука,5,0,5,",4",",4",",3",",048",",24",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,56,144.022.000836,"Комплект CPRI DLC2LC00GE20 в составе: модуль SFP 1310нм 1.25Гбит/с 10км, кабель DLC-2LC 20м SWAP",штука,7,0,7,",4",",4",",3",",048",",336",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,57,144.022.000836,"Комплект CPRI DLC2LC00GE20 в составе: модуль SFP 1310нм 1.25Гбит/с 10км, кабель DLC-2LC 20м SWAP",штука,6,0,6,",4",",4",",3",",048",",288",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,58,238.022.000021,"Джамп кабель 1/2, 3м 7/16(Male)-4.3-10(Male) (RA100003)",штука,1600,1580,20,",35",",38",",38",",005054","8,0864",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,59,238.022.000021,"Джамп кабель 1/2, 3м 7/16(Male)-4.3-10(Male) (RA100003)",штука,175,0,175,",35",",38",",38",",005054",",88445",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,60,238.022.000021,"Джамп кабель 1/2, 3м 7/16(Male)-4.3-10(Male) (RA100003)",штука,125,0,125,",35",",38",",38",",005054",",63175",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,61,238.022.000021,"Джамп кабель 1/2, 3м 7/16(Male)-4.3-10(Male) (RA100003)",штука,150,0,150,",35",",38",",38",",005054",",7581",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,62,238.022.000021,"Джамп кабель 1/2, 3м 7/16(Male)-4.3-10(Male) (RA100003)",штука,125,0,125,",35",",38",",38",",005054",",63175",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,63,238.022.000021,"Джамп кабель 1/2, 3м 7/16(Male)-4.3-10(Male) (RA100003)",штука,175,0,175,",35",",38",",38",",005054",",88445",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,64,238.022.000021,"Джамп кабель 1/2, 3м 7/16(Male)-4.3-10(Male) (RA100003)",штука,150,0,150,",35",",38",",38",",005054",",7581",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,72,238.022.000048,"Джамп кабель 1/4 2м, MQ4(Male)/4хN(Male) (MQ4SF2MN50SM) SWAP",штука,128,0,128,",34",",34",",05",",00578",",73984",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,73,238.022.000048,"Джамп кабель 1/4 2м, MQ4(Male)/4хN(Male) (MQ4SF2MN50SM) SWAP",штука,14,0,14,",34",",34",",05",",00578",",08092",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,74,238.022.000048,"Джамп кабель 1/4 2м, MQ4(Male)/4хN(Male) (MQ4SF2MN50SM) SWAP",штука,10,0,10,",34",",34",",05",",00578",",0578",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,75,238.022.000048,"Джамп кабель 1/4 2м, MQ4(Male)/4хN(Male) (MQ4SF2MN50SM) SWAP",штука,12,0,12,",34",",34",",05",",00578",",06936",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,76,238.022.000048,"Джамп кабель 1/4 2м, MQ4(Male)/4хN(Male) (MQ4SF2MN50SM) SWAP",штука,10,0,10,",34",",34",",05",",00578",",0578",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,77,238.022.000048,"Джамп кабель 1/4 2м, MQ4(Male)/4хN(Male) (MQ4SF2MN50SM) SWAP",штука,14,0,14,",34",",34",",05",",00578",",08092",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,78,238.022.000048,"Джамп кабель 1/4 2м, MQ4(Male)/4хN(Male) (MQ4SF2MN50SM) SWAP",штука,12,0,12,",34",",34",",05",",00578",",06936",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,79,238.022.000049,"Джамп кабель 1/4 2м, MQ5(Male)/5хN(Male) (MQ5SF2MN50SM) SWAP",штука,32,0,32,",4",",4",",07",",0112",",3584",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,81,238.022.000049,"Джамп кабель 1/4 2м, MQ5(Male)/5хN(Male) (MQ5SF2MN50SM) SWAP",штука,2,0,2,",4",",4",",07",",0112",",0224",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,82,238.022.000049,"Джамп кабель 1/4 2м, MQ5(Male)/5хN(Male) (MQ5SF2MN50SM) SWAP",штука,3,0,3,",4",",4",",07",",0112",",0336",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,83,238.022.000049,"Джамп кабель 1/4 2м, MQ5(Male)/5хN(Male) (MQ5SF2MN50SM) SWAP",штука,2,0,2,",4",",4",",07",",0112",",0224",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,84,238.022.000049,"Джамп кабель 1/4 2м, MQ5(Male)/5хN(Male) (MQ5SF2MN50SM) SWAP",штука,4,0,4,",4",",4",",07",",0112",",0448",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,85,238.022.000049,"Джамп кабель 1/4 2м, MQ5(Male)/5хN(Male) (MQ5SF2MN50SM) SWAP",штука,3,0,3,",4",",4",",07",",0112",",0336",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,100,216.346.001835,Комплект вспомогательных материалов для монтажа RRU Huawei (A12FJKG04),Комплект,3840,0,3840,",43",",27",",065",",0075465","28,97856",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,101,216.346.001835,Комплект вспомогательных материалов для монтажа RRU Huawei (A12FJKG04),Комплект,420,1,419,",43",",27",",065",",0075465","3,16953",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,103,216.346.001835,Комплект вспомогательных материалов для монтажа RRU Huawei (A12FJKG04),Комплект,360,350,10,",43",",27",",065",",0075465","2,71674",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,104,216.346.001835,Комплект вспомогательных материалов для монтажа RRU Huawei (A12FJKG04),Комплект,300,0,300,",43",",27",",065",",0075465","2,26395",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,105,216.346.001835,Комплект вспомогательных материалов для монтажа RRU Huawei (A12FJKG04),Комплект,420,0,420,",43",",27",",065",",0075465","3,16953",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,106,216.346.001835,Комплект вспомогательных материалов для монтажа RRU Huawei (A12FJKG04),Комплект,360,0,360,",43",",27",",065",",0075465","2,71674",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,114,248.346.000209,"Кабель питания Huawei 300/500В, 3х1.5мм2, черная оболочка (C25ELECBK)",Метр,5,0,5,",37",",37",",175",",0239575",",1197875",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,115,248.346.000210,"Кабель питания Huawei 300/500В, 3х2.5мм2, черная оболочка (C3025BK00)",Метр,384,170,214,",175",",365",",375",",000119766",",045990144",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,162,238.022.000020,Комплект заземления для джампера (GM-PLGT-CLP-1/2),штука,25,16,9,",36",",36",",18",",023328",",5832",304,15.12.2020
2020-05-22,2020-06-05,D190000019_1,163,238.022.000020,Комплект заземления для джампера (GM-PLGT-CLP-1/2),штука,21,0,21,",36",",36",",18",",023328",",489888",304,15.12.2020
2020-05-27,2020-06-01,D190000019_1,8,249.022.000644,"Приемопередатчик оптический SFP+, 1310нм, 10.3125Гбит/с, -8.2..0.5дБм, -14.4дБм, LC, SM, 10км (OSX010N05) SWAP",штука,32,0,32,",11",",03",",03",",000099",",003168",304,15.12.2020
2020-05-27,2020-06-01,D190000019_1,9,249.022.000644,"Приемопередатчик оптический SFP+, 1310нм, 10.3125Гбит/с, -8.2..0.5дБм, -14.4дБм, LC, SM, 10км (OSX010N05) SWAP",штука,4,0,4,",11",",03",",03",",000099",",000396",304,15.12.2020
2020-05-27,2020-06-01,D190000019_1,10,249.022.000644,"Приемопередатчик оптический SFP+, 1310нм, 10.3125Гбит/с, -8.2..0.5дБм, -14.4дБм, LC, SM, 10км (OSX010N05) SWAP",штука,2,0,2,",11",",03",",03",",000099",",000198",304,15.12.2020
2020-05-27,2020-06-01,D190000019_1,11,249.022.000644,"Приемопередатчик оптический SFP+, 1310нм, 10.3125Гбит/с, -8.2..0.5дБм, -14.4дБм, LC, SM, 10км (OSX010N05) SWAP",штука,3,0,3,",11",",03",",03",",000099",",000297",304,15.12.2020
2020-05-27,2020-06-01,D190000019_1,12,249.022.000644,"Приемопередатчик оптический SFP+, 1310нм, 10.3125Гбит/с, -8.2..0.5дБм, -14.4дБм, LC, SM, 10км (OSX010N05) SWAP",штука,2,0,2,",11",",03",",03",",000099",",000198",304,15.12.2020
2020-05-27,2020-06-01,D190000019_1,13,249.022.000644,"Приемопередатчик оптический SFP+, 1310нм, 10.3125Гбит/с, -8.2..0.5дБм, -14.4дБм, LC, SM, 10км (OSX010N05) SWAP",штука,4,0,4,",11",",03",",03",",000099",",000396",304,15.12.2020
2020-05-27,2020-06-01,D190000019_1,14,249.022.000644,"Приемопередатчик оптический SFP+, 1310нм, 10.3125Гбит/с, -8.2..0.5дБм, -14.4дБм, LC, SM, 10км (OSX010N05) SWAP",штука,3,0,3,",11",",03",",03",",000099",",000297",304,15.12.2020
2020-05-27,2020-06-01,D190000019_1,22,244.022.000009,"Кабель оптический SM, UPC DLC-DLC, 100м (FDLCUPC10)",штука,32,0,32,",44",",44",",22",",042592","1,362944",304,15.12.2020
