№ Площадки,Регион,Площадка,Тип БС,Диапазон,"Дата ТЭ 
(ЧЧ.ММ.ГГ)","Год 
плана",exМР
PL_77_1256,Москва и Московская область,CS ID,БС,LTE-1800,2021-09-30,2021,МР Москва
PL_77_1256,Москва и Московская область,CS ID,БС,NI-1800,2021-09-30,2021,МР Москва
PL_77_1260,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1260,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1265,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_1268,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_1268,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_1280,Москва и Московская область,CS ID,БС,LTE-1800,2021-09-30,2021,МР Москва
PL_77_1280,Москва и Московская область,CS ID,БС,NI-1800,2021-09-30,2021,МР Москва
PL_77_1288,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1288,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1288,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-08-17,2021,МР Москва
PL_77_1291,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1291,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1291,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-06-20,2021,МР Москва
PL_77_1292,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-03-09,2021,МР Москва
PL_77_1303,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-03-31,2021,МР Москва
PL_77_1308,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1308,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1308,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-02-24,2021,МР Москва
PL_77_1319,Москва и Московская область,CS ID,БС,LTE-2600-TDD,2021-10-30,2021,МР Москва
PL_77_1327,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1358,Москва и Московская область,CS ID,БС,LTE-1800,2021-10-30,2021,МР Москва
PL_77_1358,Москва и Московская область,CS ID,БС,NI-1800,2021-10-30,2021,МР Москва
PL_77_1364,Москва и Московская область,GF,БС,GSM-900,2021-04-30,2021,МР Москва
PL_77_1364,Москва и Московская область,GF,БС,DCS-1800,2021-04-30,2021,МР Москва
PL_77_1364,Москва и Московская область,GF,БС,LTE-1800,2021-04-30,2021,МР Москва
PL_77_1364,Москва и Московская область,GF,БС,NI-1800,2021-04-30,2021,МР Москва
PL_77_1376,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1376,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1385,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_1386,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-12-30,2021,МР Москва
PL_77_1393,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1393,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1412,Москва и Московская область,CS ID,БС,LTE-1800,2021-12-31,2021,МР Москва
PL_77_1412,Москва и Московская область,CS ID,БС,NI-1800,2021-12-31,2021,МР Москва
PL_77_1413,Москва и Московская область,CS ID,БС,LTE-1800,2021-10-30,2021,МР Москва
PL_77_1413,Москва и Московская область,CS ID,БС,NI-1800,2021-10-30,2021,МР Москва
PL_77_1418,Москва и Московская область,CS ID,БС,LTE-1800,2021-10-30,2021,МР Москва
PL_77_1418,Москва и Московская область,CS ID,БС,NI-1800,2021-10-30,2021,МР Москва
PL_77_1431,Москва и Московская область,CS ID/OD,БС,LTE-2600-TDD,2021-08-13,2021,МР Москва
PL_77_1436,Москва и Московская область,CS ID,БС,LTE-1800,2021-11-30,2021,МР Москва
PL_77_1436,Москва и Московская область,CS ID,БС,NI-1800,2021-11-30,2021,МР Москва
PL_77_1442,Москва и Московская область,CS ID,Микро/метро БС,NI-1800,2021-12-31,2021,МР Москва
PL_77_1452,Москва и Московская область,CS,БС,LTE-2600,2021-12-30,2021,МР Москва
PL_77_1456,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1456,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1466,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-12-17,2021,МР Москва
PL_77_1467,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-02-15,2021,МР Москва
PL_77_1468,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_1475,Москва и Московская область,CS ID,БС,LTE-1800,2021-12-31,2021,МР Москва
PL_77_1475,Москва и Московская область,CS ID,БС,NI-1800,2021-12-31,2021,МР Москва
PL_77_1482,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1482,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1485,Москва и Московская область,CS,БС,NR-4900-TDD,2021-04-12,2021,МР Москва
PL_77_1491,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-04-10,2021,МР Москва
PL_77_1497,Москва и Московская область,CS ID,БС,LTE-1800,2021-08-30,2021,МР Москва
PL_77_1497,Москва и Московская область,CS ID,БС,NI-1800,2021-08-30,2021,МР Москва
PL_77_1503,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_1503,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_1510,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1510,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1522,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1522,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1531,Москва и Московская область,CS,БС,LTE-2600,2021-11-18,2021,МР Москва
PL_77_1532,Москва и Московская область,CS,БС,NI-1800,2021-12-31,2021,МР Москва
PL_77_1541,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_1541,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_1558,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_1562,Москва и Московская область,CS ID,БС,NR-4900-TDD,2021-04-01,2021,МР Москва
PL_77_1565,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1565,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1566,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1566,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1569,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1569,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1570,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1570,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1578,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1595,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1595,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1598,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1598,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1604,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1604,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1615,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1615,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1617,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-12-30,2021,МР Москва
PL_77_1618,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_1618,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
