Номер строки в заказе/релизе,Код позиции ЕНС,Наименование позиции ЕНС,Единица измерения,Заказанное количество,Полученное количество,В пути,Длина,Ширина,Высота,Объём,Общий объём,Организация-получатель,Дата исполнения заказа/договора,Группа,Наименовнание группы,БС,Месяц,Год
142.0,243.022.000206,Кабель интерфейсный AISG Huawei для RET c разъемом DB9m 5м (ACOAISG02),штука,140.0,0.0,140.0,",2",",2",",2",",008",1.12,304,15.12.2020,243.0,АФУ,0,12.0,2020.0
143.0,243.022.000206,Кабель интерфейсный AISG Huawei для RET c разъемом DB9m 5м (ACOAISG02),штука,100.0,0.0,100.0,",2",",2",",2",",008",0.8,304,15.12.2020,243.0,АФУ,0,12.0,2020.0
144.0,243.022.000206,Кабель интерфейсный AISG Huawei для RET c разъемом DB9m 5м (ACOAISG02),штука,120.0,0.0,120.0,",2",",2",",2",",008",0.96,304,15.12.2020,243.0,АФУ,0,12.0,2020.0
145.0,243.022.000206,Кабель интерфейсный AISG Huawei для RET c разъемом DB9m 5м (ACOAISG02),штука,100.0,0.0,100.0,",2",",2",",2",",008",0.8,304,15.12.2020,243.0,АФУ,0,12.0,2020.0
146.0,243.022.000206,Кабель интерфейсный AISG Huawei для RET c разъемом DB9m 5м (ACOAISG02),штука,140.0,0.0,140.0,",2",",2",",2",",008",1.12,304,15.12.2020,243.0,АФУ,0,12.0,2020.0
147.0,243.022.000206,Кабель интерфейсный AISG Huawei для RET c разъемом DB9m 5м (ACOAISG02),штука,120.0,0.0,120.0,",2",",2",",2",",008",0.96,304,15.12.2020,243.0,АФУ,0,12.0,2020.0
1.0,145.022.000068,Антенна BTS Huawei AQU4518R5v06 SWAP,штука,9.0,0.0,9.0,"2,4",",4",",24",",2304",2.0736,304,15.12.2020,145.0,Антенны БТС,0,12.0,2020.0
7.0,145.022.000068,Антенна BTS Huawei AQU4518R5v06 SWAP,штука,6.0,0.0,6.0,"2,4",",4",",24",",2304",1.3824,304,15.12.2020,145.0,Антенны БТС,0,12.0,2020.0
9.0,211.346.000106,Устройство RET Huawei ARCU02004v01 SWAP,штука,108.0,71.0,37.0,",5",",5",",5",",125",13.5,304,15.12.2020,211.0,Крепления для антенн БТС,0,12.0,2020.0
12.0,216.346.001842,Крепление Huawei для трех оптических кабелей и трех кабелей питания 3.3-8.3мм2 (Fixing Clip-3F3P),штука,1500.0,310.0,1190.0,",175",",04",",035",",000245",0.3675,304,15.12.2020,216.0,АФУ,0,12.0,2020.0
13.0,216.346.001842,Крепление Huawei для трех оптических кабелей и трех кабелей питания 3.3-8.3мм2 (Fixing Clip-3F3P),штука,2100.0,0.0,2100.0,",175",",04",",035",",000245",0.5145,304,15.12.2020,216.0,АФУ,0,12.0,2020.0
14.0,216.346.001842,Крепление Huawei для трех оптических кабелей и трех кабелей питания 3.3-8.3мм2 (Fixing Clip-3F3P),штука,1800.0,0.0,1800.0,",175",",04",",035",",000245",0.441,304,15.12.2020,216.0,АФУ,0,12.0,2020.0
29.0,144.022.000728,Кабель питания 2м для подключения BBU5900 (04152227-003),штука,128.0,0.0,128.0,",0076",",0076",",0068",",000000393",5.0304e-05,304,15.12.2020,144.0,БС,0,12.0,2020.0
30.0,144.022.000728,Кабель питания 2м для подключения BBU5900 (04152227-003),штука,14.0,0.0,14.0,",0076",",0076",",0068",",000000393",5.502e-06,304,15.12.2020,144.0,БС,0,12.0,2020.0
31.0,144.022.000728,Кабель питания 2м для подключения BBU5900 (04152227-003),штука,10.0,0.0,10.0,",0076",",0076",",0068",",000000393",3.93e-06,304,15.12.2020,144.0,БС,0,12.0,2020.0
32.0,144.022.000728,Кабель питания 2м для подключения BBU5900 (04152227-003),штука,12.0,0.0,12.0,",0076",",0076",",0068",",000000393",4.716e-06,304,15.12.2020,144.0,БС,0,12.0,2020.0
33.0,144.022.000728,Кабель питания 2м для подключения BBU5900 (04152227-003),штука,10.0,0.0,10.0,",0076",",0076",",0068",",000000393",3.93e-06,304,15.12.2020,144.0,БС,0,12.0,2020.0
34.0,144.022.000728,Кабель питания 2м для подключения BBU5900 (04152227-003),штука,14.0,0.0,14.0,",0076",",0076",",0068",",000000393",5.502e-06,304,15.12.2020,144.0,БС,0,12.0,2020.0
35.0,144.022.000728,Кабель питания 2м для подключения BBU5900 (04152227-003),штука,12.0,0.0,12.0,",0076",",0076",",0068",",000000393",4.716e-06,304,15.12.2020,144.0,БС,0,12.0,2020.0
43.0,144.022.000711,Крепление DKBA4.070.2931MX для монтажа RRU: пластина без прорезей и без фиксирующего болта (21150760),Комплект,320.0,0.0,320.0,",35",",375",",375",",005091821",1.62938272,304,15.12.2020,144.0,БС,0,12.0,2020.0
44.0,144.022.000711,Крепление DKBA4.070.2931MX для монтажа RRU: пластина без прорезей и без фиксирующего болта (21150760),Комплект,35.0,0.0,35.0,",35",",375",",375",",005091821",0.178213735,304,15.12.2020,144.0,БС,0,12.0,2020.0
45.0,144.022.000711,Крепление DKBA4.070.2931MX для монтажа RRU: пластина без прорезей и без фиксирующего болта (21150760),Комплект,25.0,0.0,25.0,",35",",375",",375",",005091821",0.127295525,304,15.12.2020,144.0,БС,0,12.0,2020.0
46.0,144.022.000711,Крепление DKBA4.070.2931MX для монтажа RRU: пластина без прорезей и без фиксирующего болта (21150760),Комплект,30.0,0.0,30.0,",35",",375",",375",",005091821",0.15275463,304,15.12.2020,144.0,БС,0,12.0,2020.0
47.0,144.022.000711,Крепление DKBA4.070.2931MX для монтажа RRU: пластина без прорезей и без фиксирующего болта (21150760),Комплект,25.0,0.0,25.0,",35",",375",",375",",005091821",0.127295525,304,15.12.2020,144.0,БС,0,12.0,2020.0
48.0,144.022.000711,Крепление DKBA4.070.2931MX для монтажа RRU: пластина без прорезей и без фиксирующего болта (21150760),Комплект,35.0,0.0,35.0,",35",",375",",375",",005091821",0.178213735,304,15.12.2020,144.0,БС,0,12.0,2020.0
49.0,144.022.000711,Крепление DKBA4.070.2931MX для монтажа RRU: пластина без прорезей и без фиксирующего болта (21150760),Комплект,30.0,0.0,30.0,",35",",375",",375",",005091821",0.15275463,304,15.12.2020,144.0,БС,0,12.0,2020.0
50.0,144.022.000712,Крепление DKBA8.010.686 для монтажа RRU: пластина с прорезями и с фиксирующим болтом (21150761),Комплект,320.0,0.0,320.0,",01",",1",",15",",00015",0.048,304,15.12.2020,144.0,БС,0,12.0,2020.0
51.0,144.022.000712,Крепление DKBA8.010.686 для монтажа RRU: пластина с прорезями и с фиксирующим болтом (21150761),Комплект,35.0,0.0,35.0,",01",",1",",15",",00015",0.00525,304,15.12.2020,144.0,БС,0,12.0,2020.0
52.0,144.022.000712,Крепление DKBA8.010.686 для монтажа RRU: пластина с прорезями и с фиксирующим болтом (21150761),Комплект,25.0,0.0,25.0,",01",",1",",15",",00015",0.00375,304,15.12.2020,144.0,БС,0,12.0,2020.0
53.0,144.022.000712,Крепление DKBA8.010.686 для монтажа RRU: пластина с прорезями и с фиксирующим болтом (21150761),Комплект,30.0,0.0,30.0,",01",",1",",15",",00015",0.0045,304,15.12.2020,144.0,БС,0,12.0,2020.0
54.0,144.022.000712,Крепление DKBA8.010.686 для монтажа RRU: пластина с прорезями и с фиксирующим болтом (21150761),Комплект,25.0,0.0,25.0,",01",",1",",15",",00015",0.00375,304,15.12.2020,144.0,БС,0,12.0,2020.0
55.0,144.022.000712,Крепление DKBA8.010.686 для монтажа RRU: пластина с прорезями и с фиксирующим болтом (21150761),Комплект,35.0,0.0,35.0,",01",",1",",15",",00015",0.00525,304,15.12.2020,144.0,БС,0,12.0,2020.0
56.0,144.022.000712,Крепление DKBA8.010.686 для монтажа RRU: пластина с прорезями и с фиксирующим болтом (21150761),Комплект,30.0,0.0,30.0,",01",",1",",15",",00015",0.0045,304,15.12.2020,144.0,БС,0,12.0,2020.0
1.0,144.022.000938,Плата обработки основной частоты универсальная UBBPg2 (WD2DUBBPG200) SWAP,штука,60.0,57.0,3.0,",12",",22",",4",",01056",0.6336,304,15.12.2020,144.0,БС,0,12.0,2020.0
4.0,144.022.000551,Выносной радиоблок стандарта 2100 RRU5909 (WD5M215909GB),штука,144.0,93.0,51.0,",3",",8",",6",",144",20.736,304,15.12.2020,144.0,БС,модули/блоки,12.0,2020.0
1.0,145.022.000072,Антенна Huawei ADU451807v06 SWAP,штука,63.0,50.0,13.0,"2,82",",35",",19",",18753",11.81439,304,15.12.2020,145.0,Антенны БТС,0,12.0,2020.0
3.0,145.022.000065,Антенна Huawei A794516R0v06 SWAP,штука,24.0,0.0,24.0,"2,295",",305",",205",",143494875",3.443877,304,15.12.2020,145.0,Антенны БТС,0,12.0,2020.0
4.0,145.022.000067,Антенна BTS Huawei APE4517R0v06 SWAP,штука,146.0,4.0,142.0,"2,88",",415",",245",",292824",42.752304,304,15.12.2020,145.0,Антенны БТС,0,12.0,2020.0
5.0,145.022.000076,Антенна BTS Huawei ASI4518R39v06 SWAP,штука,12.0,0.0,12.0,2,",5",",4",",4",4.8,304,15.12.2020,145.0,Антенны БТС,0,12.0,2020.0
7.0,211.346.000106,Устройство RET Huawei ARCU02004v01 SWAP,штука,72.0,52.0,20.0,",5",",5",",5",",125",9,304,15.12.2020,211.0,Крепления для антенн БТС,0,12.0,2020.0
3.0,144.022.000893,Модуль универсальный мониторинга окружающей среды UEIUd (WD2M0UEIUD00) SWAP,штука,2.0,0.0,2.0,",405",",22",",12",",010692",0.021384,304,15.12.2020,144.0,БС,0,12.0,2020.0
2.0,244.022.000010,"Кабель оптический SM, UPC DLC-DLC, 120м (FDLCUPC12)",штука,17.0,7.0,10.0,"1,2",",8","1,3",",0416",0.7072,304,15.12.2020,244.0,АФУ,0,12.0,2020.0
3.0,244.022.000010,"Кабель оптический SM, UPC DLC-DLC, 120м (FDLCUPC12)",штука,13.0,0.0,13.0,"1,2",",8","1,3",",0416",0.5408,304,15.12.2020,244.0,АФУ,0,12.0,2020.0
4.0,244.022.000010,"Кабель оптический SM, UPC DLC-DLC, 120м (FDLCUPC12)",штука,15.0,0.0,15.0,"1,2",",8","1,3",",0416",0.624,304,15.12.2020,244.0,АФУ,0,12.0,2020.0
5.0,244.022.000010,"Кабель оптический SM, UPC DLC-DLC, 120м (FDLCUPC12)",штука,13.0,0.0,13.0,"1,2",",8","1,3",",0416",0.5408,304,15.12.2020,244.0,АФУ,0,12.0,2020.0
6.0,244.022.000010,"Кабель оптический SM, UPC DLC-DLC, 120м (FDLCUPC12)",штука,17.0,0.0,17.0,"1,2",",8","1,3",",0416",0.7072,304,15.12.2020,244.0,АФУ,0,12.0,2020.0
7.0,244.022.000010,"Кабель оптический SM, UPC DLC-DLC, 120м (FDLCUPC12)",штука,15.0,0.0,15.0,"1,2",",8","1,3",",0416",0.624,304,15.12.2020,244.0,АФУ,0,12.0,2020.0
8.0,216.346.001842,Крепление Huawei для трех оптических кабелей и трех кабелей питания 3.3-8.3мм2 (Fixing Clip-3F3P),штука,6400.0,0.0,6400.0,",175",",04",",035",",000245",1.568,304,15.12.2020,216.0,АФУ,0,12.0,2020.0
9.0,216.346.001842,Крепление Huawei для трех оптических кабелей и трех кабелей питания 3.3-8.3мм2 (Fixing Clip-3F3P),штука,700.0,0.0,700.0,",175",",04",",035",",000245",0.1715,304,15.12.2020,216.0,АФУ,0,12.0,2020.0
10.0,216.346.001842,Крепление Huawei для трех оптических кабелей и трех кабелей питания 3.3-8.3мм2 (Fixing Clip-3F3P),штука,500.0,0.0,500.0,",175",",04",",035",",000245",0.1225,304,15.12.2020,216.0,АФУ,0,12.0,2020.0
11.0,216.346.001842,Крепление Huawei для трех оптических кабелей и трех кабелей питания 3.3-8.3мм2 (Fixing Clip-3F3P),штука,600.0,0.0,600.0,",175",",04",",035",",000245",0.147,304,15.12.2020,216.0,АФУ,0,12.0,2020.0
12.0,216.346.001842,Крепление Huawei для трех оптических кабелей и трех кабелей питания 3.3-8.3мм2 (Fixing Clip-3F3P),штука,500.0,0.0,500.0,",175",",04",",035",",000245",0.1225,304,15.12.2020,216.0,АФУ,0,12.0,2020.0
13.0,216.346.001842,Крепление Huawei для трех оптических кабелей и трех кабелей питания 3.3-8.3мм2 (Fixing Clip-3F3P),штука,700.0,0.0,700.0,",175",",04",",035",",000245",0.1715,304,15.12.2020,216.0,АФУ,0,12.0,2020.0
14.0,216.346.001842,Крепление Huawei для трех оптических кабелей и трех кабелей питания 3.3-8.3мм2 (Fixing Clip-3F3P),штука,600.0,0.0,600.0,",175",",04",",035",",000245",0.147,304,15.12.2020,216.0,АФУ,0,12.0,2020.0
22.0,238.022.000022,"Джамп кабель 1/2, 3м 4.3-10(Male)-4.3-10(Male) (RA000003)",штука,6400.0,0.0,6400.0,"1,19",",77","1,15",",005854139",37.4664896,304,15.12.2020,238.0,АФУ,0,12.0,2020.0
23.0,238.022.000022,"Джамп кабель 1/2, 3м 4.3-10(Male)-4.3-10(Male) (RA000003)",штука,700.0,0.0,700.0,"1,19",",77","1,15",",005854139",4.0978973,304,15.12.2020,238.0,АФУ,0,12.0,2020.0
24.0,238.022.000022,"Джамп кабель 1/2, 3м 4.3-10(Male)-4.3-10(Male) (RA000003)",штука,500.0,0.0,500.0,"1,19",",77","1,15",",005854139",2.9270695,304,15.12.2020,238.0,АФУ,0,12.0,2020.0
25.0,238.022.000022,"Джамп кабель 1/2, 3м 4.3-10(Male)-4.3-10(Male) (RA000003)",штука,600.0,0.0,600.0,"1,19",",77","1,15",",005854139",3.5124834,304,15.12.2020,238.0,АФУ,0,12.0,2020.0
26.0,238.022.000022,"Джамп кабель 1/2, 3м 4.3-10(Male)-4.3-10(Male) (RA000003)",штука,500.0,0.0,500.0,"1,19",",77","1,15",",005854139",2.9270695,304,15.12.2020,238.0,АФУ,0,12.0,2020.0
27.0,238.022.000022,"Джамп кабель 1/2, 3м 4.3-10(Male)-4.3-10(Male) (RA000003)",штука,700.0,0.0,700.0,"1,19",",77","1,15",",005854139",4.0978973,304,15.12.2020,238.0,АФУ,0,12.0,2020.0
28.0,238.022.000022,"Джамп кабель 1/2, 3м 4.3-10(Male)-4.3-10(Male) (RA000003)",штука,600.0,0.0,600.0,"1,19",",77","1,15",",005854139",3.5124834,304,15.12.2020,238.0,АФУ,0,12.0,2020.0
43.0,216.346.001843,"Лента изоляционная белая ПВХ 19х0.13мм, 10м (21101322)",штука,384.0,0.0,384.0,",61",",44",",43",",000284968",0.109427712,304,15.12.2020,216.0,АФУ,0,12.0,2020.0
44.0,216.346.001843,"Лента изоляционная белая ПВХ 19х0.13мм, 10м (21101322)",штука,42.0,0.0,42.0,",61",",44",",43",",000284968",0.011968656,304,15.12.2020,216.0,АФУ,0,12.0,2020.0
45.0,216.346.001843,"Лента изоляционная белая ПВХ 19х0.13мм, 10м (21101322)",штука,30.0,0.0,30.0,",61",",44",",43",",000284968",0.00854904,304,15.12.2020,216.0,АФУ,0,12.0,2020.0
46.0,216.346.001843,"Лента изоляционная белая ПВХ 19х0.13мм, 10м (21101322)",штука,36.0,0.0,36.0,",61",",44",",43",",000284968",0.010258848,304,15.12.2020,216.0,АФУ,0,12.0,2020.0
47.0,216.346.001843,"Лента изоляционная белая ПВХ 19х0.13мм, 10м (21101322)",штука,30.0,0.0,30.0,",61",",44",",43",",000284968",0.00854904,304,15.12.2020,216.0,АФУ,0,12.0,2020.0
48.0,216.346.001843,"Лента изоляционная белая ПВХ 19х0.13мм, 10м (21101322)",штука,42.0,0.0,42.0,",61",",44",",43",",000284968",0.011968656,304,15.12.2020,216.0,АФУ,0,12.0,2020.0
49.0,216.346.001843,"Лента изоляционная белая ПВХ 19х0.13мм, 10м (21101322)",штука,36.0,0.0,36.0,",61",",44",",43",",000284968",0.010258848,304,15.12.2020,216.0,АФУ,0,12.0,2020.0
57.0,144.022.000724,Комплект фиксирующий для кабеля антенны GPS/GLONASS Huawei (FEEDERCLB),штука,928.0,0.0,928.0,",15",",18",",04",",000216",0.200448,304,15.12.2020,144.0,БС,0,12.0,2020.0
58.0,144.022.000724,Комплект фиксирующий для кабеля антенны GPS/GLONASS Huawei (FEEDERCLB),штука,101.0,0.0,101.0,",15",",18",",04",",000216",0.021816,304,15.12.2020,144.0,БС,0,12.0,2020.0
59.0,144.022.000724,Комплект фиксирующий для кабеля антенны GPS/GLONASS Huawei (FEEDERCLB),штука,72.0,0.0,72.0,",15",",18",",04",",000216",0.015552,304,15.12.2020,144.0,БС,0,12.0,2020.0
60.0,144.022.000724,Комплект фиксирующий для кабеля антенны GPS/GLONASS Huawei (FEEDERCLB),штука,89.0,0.0,89.0,",15",",18",",04",",000216",0.019224,304,15.12.2020,144.0,БС,0,12.0,2020.0
61.0,144.022.000724,Комплект фиксирующий для кабеля антенны GPS/GLONASS Huawei (FEEDERCLB),штука,72.0,0.0,72.0,",15",",18",",04",",000216",0.015552,304,15.12.2020,144.0,БС,0,12.0,2020.0
62.0,144.022.000724,Комплект фиксирующий для кабеля антенны GPS/GLONASS Huawei (FEEDERCLB),штука,101.0,0.0,101.0,",15",",18",",04",",000216",0.021816,304,15.12.2020,144.0,БС,0,12.0,2020.0
63.0,144.022.000724,Комплект фиксирующий для кабеля антенны GPS/GLONASS Huawei (FEEDERCLB),штука,87.0,0.0,87.0,",15",",18",",04",",000216",0.018792,304,15.12.2020,144.0,БС,0,12.0,2020.0
64.0,238.022.000020,Комплект заземления для джампера (GM-PLGT-CLP-1/2),штука,11.0,0.0,11.0,",36",",36",",18",",023328",0.256608,304,15.12.2020,238.0,АФУ,0,12.0,2020.0
65.0,238.022.000020,Комплект заземления для джампера (GM-PLGT-CLP-1/2),штука,1.0,0.0,1.0,",36",",36",",18",",023328",0.023328,304,15.12.2020,238.0,АФУ,0,12.0,2020.0
66.0,238.022.000020,Комплект заземления для джампера (GM-PLGT-CLP-1/2),штука,1.0,0.0,1.0,",36",",36",",18",",023328",0.023328,304,15.12.2020,238.0,АФУ,0,12.0,2020.0
67.0,238.022.000020,Комплект заземления для джампера (GM-PLGT-CLP-1/2),штука,2.0,0.0,2.0,",36",",36",",18",",023328",0.046656,304,15.12.2020,238.0,АФУ,0,12.0,2020.0
